Config,Depth,Input,Target,Pred,Correct,Reasoning
L6H16R8,depth2,(21 + 85) - (24 - 4),86,,,...
L6H16R8,depth2,(28 - 95) + (79 + 14),26,,,...
L6H16R8,depth2,(76 - 36) + (4 + 48),92,,,...
L6H16R8,depth2,(75 + 19) + (43 - 27),110,,,...
L2H2R8,max,((54 + ((93 - 9) - (43 - 24))) + (25 - ((19 + 41) - (39 + 22)))) + 61,206,,,...
L2H2R8,max,68,68,,,...
L2H2R8,max,(((20 - (89 - 31)) + ((30 - 40) - (92 - 13))) - (58 + ((95 - 33) + (74 + 62)))) + (76 - 56),-363,,,...
L2H2R8,max,((19 - ((82 - 51) + (57 - 1))) - ((61 - 52) + ((60 - 32) + (7 - 49)))) + ((((13 - 19) + (88 + 75)) + 47) + ((77 + 22) + (71 - (34 - 57)))),334,,,...
L2H2R8,max,(72 - 53) + (34 + 42),95,,,...
L2H2R8,max,33,33,,,...
L2H2R8,max,((((31 - 3) + (11 + 46)) - ((37 - 24) - (85 + 46))) - 73) - (70 + (17 + ((73 + 97) - (14 + 87)))),-26,,,...
L2H2R8,max,(((67 - (56 - 89)) - ((14 - 60) + (47 + 99))) - (((96 + 42) + (73 - 26)) - 41)) - 72,-216,,,...
L2H2R8,max,11,11,,,...
L2H2R8,max,((((88 + 35) - 59) + 1) + (44 - 55)) + (((43 - (53 + 84)) - (43 - 61)) + ((7 + (45 - 45)) + 15)),0,,,...
L6H4R4,max,(((82 + (93 - 6)) - ((67 - 78) - (24 + 4))) - (96 - (85 - (19 - 40)))) + ((((59 + 54) + (70 + 99)) - ((44 + 26) - 25)) + (43 + 74)),572,,,...
L6H4R4,max,((17 + ((9 - 82) - 71)) - (((42 - 27) - 51) + ((44 + 74) - 24))) - 40,-225,,,...
L6H4R4,max,((33 - 70) + 96) - ((((31 + 48) - (71 + 71)) + ((41 - 46) + (56 - 4))) - 76),151,,,...
L6H4R4,max,((29 + ((30 + 58) - (34 - 22))) - (85 - 43)) + (26 - (63 - (24 - (92 - 95)))),53,,,...
L6H4R4,max,7,7,,,...
L6H4R4,max,76 - (90 - 46),32,,,...
L6H4R4,max,((20 + 33) + (((6 - 68) + 66) + ((33 - 46) - (34 - 63)))) + (71 + 4),148,,,...
L6H4R4,max,8,8,,,...
L6H4R4,max,((80 + ((58 - 44) + 47)) - 7) + 84,218,,,...
L6H4R4,max,(86 + 61) + ((((96 + 71) - (38 - 50)) - 33) - (((51 + 79) - 39) - ((2 + 82) + (46 + 51)))),383,,,...
L6H8R16,depth5,67 - ((((99 - 84) - (87 + 11)) + ((28 + 17) - (61 + 61))) + (((55 - 30) + (86 - 41)) - ((98 - 37) + 19))),237,,,...
L6H8R16,depth5,((((5 + 30) - (40 - 44)) - ((53 + 10) + (47 - 2))) + (((93 - 70) + (72 - 21)) + ((86 - 23) + (79 + 80)))) - ((((8 + 23) - (96 - 15)) - ((81 - 25) - (47 + 64))) + (((25 - 58) + (30 + 79)) - ((0 - 54) - (2 + 19)))),71,,,...
L6H8R16,depth5,((((76 + 73) - (54 + 98)) + (55 + (48 - 96))) - 20) - ((((9 - 74) + (90 - 59)) + ((77 - 63) - (30 + 72))) + (((17 - 90) + (86 - 94)) - 1)),188,,,...
L6H8R16,depth5,((((65 - 77) - (0 + 17)) + ((73 - 93) + (81 + 88))) - (((41 - 28) - (34 - 57)) - ((63 - 71) + 14))) - (((61 - (53 - 9)) + ((81 - 77) - (53 - 20))) - (((6 - 45) - 15) - ((23 - 2) - (16 + 98)))),141,,,...
L6H8R16,depth5,((((25 - 49) - (94 + 35)) - ((62 - 57) - (57 + 80))) - (((42 + 67) - (77 - 86)) + ((88 + 22) - (11 + 24)))) - ((((3 + 90) + (70 - 83)) - ((84 + 59) + (79 - 24))) + (96 + (20 + (54 - 60)))),-206,,,...
L6H8R16,depth5,((0 - ((41 - 19) + (21 + 32))) - (((61 - 24) + (11 + 39)) + ((84 - 97) + (30 + 21)))) - ((((15 + 3) - (21 + 19)) + ((11 + 32) + (32 + 42))) + (((27 + 28) + 46) - ((26 + 88) + (95 + 92)))),-95,,,...
L6H8R16,depth5,((((34 - 33) + (24 - 79)) - ((95 - 47) + (76 - 53))) + (((58 + 94) + (70 + 3)) + 34)) + (51 + (((76 - 44) + (31 - 42)) + 59)),265,,,...
L6H8R16,depth5,((((82 - 72) + (36 - 68)) + ((89 + 15) + (36 + 36))) - 27) + ((((64 + 76) + (86 - 43)) + ((96 - 44) - (91 + 70))) - (((32 - 68) + (31 + 58)) - ((2 + 6) + (27 - 94)))),89,,,...
L6H8R16,depth5,((76 - ((82 - 16) - (49 + 91))) - (((94 + 72) - (78 + 76)) - ((6 + 23) + (87 - 36)))) - ((((3 - 20) + (59 + 28)) + ((28 - 66) + (35 + 26))) + 40),85,,,...
L6H8R16,depth5,((((85 + 90) + (19 - 35)) + ((37 - 14) + (70 - 53))) - (((53 - 20) - (32 + 62)) + ((5 - 36) - (68 + 37)))) - ((36 - (62 - (44 + 44))) - (57 + ((60 + 85) + (13 - 34)))),515,,,...
L2H4R4,depth5,((33 - ((49 + 67) + (59 + 51))) - (((33 + 50) + (80 + 1)) + ((70 + 70) + 29))) - ((((14 + 30) - (52 - 55)) - ((46 + 99) + (81 - 43))) - (((76 + 9) + 65) + ((12 - 59) - (18 + 54)))),-359,,,...
L2H4R4,depth5,((((4 + 86) + (78 - 73)) - 44) + (((75 + 36) + (82 + 69)) + ((34 + 95) - (80 - 18)))) - (4 + (((49 - 45) - (7 - 83)) - ((15 + 30) + (57 + 97)))),495,,,...
L2H4R4,depth5,((10 - ((29 + 18) - (62 - 96))) + (((80 - 90) + (52 + 79)) - ((26 + 87) + (85 + 46)))) + (44 - (((16 + 63) + (23 - 64)) + ((66 - 93) - (73 - 94)))),-182,,,...
L2H4R4,depth5,((((54 + 57) + (36 + 26)) + ((11 + 40) - (67 + 56))) + (70 - ((55 + 26) + (84 + 15)))) + ((((10 - 39) + (5 + 9)) + (29 + (18 + 60))) + (((12 - 91) + (48 + 76)) - ((36 - 14) - (47 + 76)))),229,,,...
L2H4R4,depth5,((((70 + 9) - (60 - 54)) + ((79 + 70) - (19 + 68))) - (((55 - 50) - (91 - 9)) + ((37 + 52) - 64))) - (((3 + (74 + 45)) + ((14 - 43) + (13 + 97))) + (68 - ((23 - 11) + (41 - 8)))),-39,,,...
L2H4R4,depth5,((((11 - 82) + (85 + 37)) - ((91 - 38) + (99 - 8))) - (((13 + 5) - (83 + 13)) - 63)) + ((86 - ((47 + 70) - (76 - 61))) + (17 + ((79 + 48) - (16 - 69)))),229,,,...
L2H4R4,depth5,(84 - (((84 - 1) - (92 - 20)) + ((46 + 77) + (18 - 66)))) + (((63 - (19 + 20)) - ((90 - 90) + (86 - 44))) + (((57 + 26) - (13 - 20)) + ((52 + 8) - (4 - 13)))),139,,,...
L2H4R4,depth5,((21 + (37 + (75 - 40))) + (((10 + 69) + 16) - 87)) - ((((25 - 71) - (37 + 37)) - ((62 - 97) + (1 + 16))) - (((79 - 89) + (3 + 7)) + ((12 - 46) + (41 - 38)))),172,,,...
L2H4R4,depth5,(((54 + (27 - 9)) - ((46 + 27) - (84 + 76))) - (((15 - 1) + (84 + 6)) - ((30 + 47) + (35 - 11)))) - ((((44 + 27) + (24 + 1)) + 57) - (((51 + 95) - (65 - 63)) - ((34 + 57) + (29 - 78)))),105,,,...
L2H4R4,depth5,(57 + (((3 - 57) - (46 + 10)) + ((31 + 1) + (95 - 76)))) + 36,34,,,...
L8H8R4,max,74,74,,,...
L8H8R4,max,6,6,,,...
L8H8R4,max,45 + ((((37 + 32) - (79 + 51)) - (30 + (30 + 12))) - (((32 - 63) - (21 - 94)) + ((61 - 51) + (4 - 13)))),-131,,,...
L8H8R4,max,30 + ((91 - ((73 + 36) - (65 - 48))) - (((67 - 37) + 20) + 29)),-50,,,...
L8H8R4,max,7,7,,,...
L8H8R4,max,89,89,,,...
L8H8R4,max,((((96 + 48) - 13) + 79) + (84 - 37)) - ((20 + ((75 - 80) + (39 - 37))) - 77),317,,,...
L8H8R4,max,76 + 16,92,,,...
L8H8R4,max,((((71 + 27) + (11 + 13)) - ((77 - 38) - 79)) + (((21 - 16) + (35 - 17)) + ((59 + 58) + 77))) - ((((45 + 32) - 74) + ((4 - 28) - (77 - 65))) + (((19 - 20) + (89 + 78)) + (33 + (76 - 53)))),190,,,...
L8H8R4,max,79,79,,,...
L4H4R16,depth2,(58 + 3) + (92 - 35),118,,,...
L4H4R16,depth2,6 + (36 - 35),7,,,...
L4H4R16,depth2,(68 + 88) - 71,85,,,...
L4H4R16,depth2,(57 + 87) - (13 - 2),133,,,...
L4H4R16,depth2,(90 - 37) + 19,72,,,...
L4H4R16,depth2,(42 - 69) - (56 - 22),-61,,,...
L4H4R16,depth2,(4 - 39) + (58 + 33),56,,,...
L4H4R16,depth2,14 - (93 + 13),-92,,,...
L4H4R16,depth2,(20 + 97) + (63 + 62),242,,,...
L4H4R16,depth2,(73 + 89) + (38 + 33),233,,,...
L2H8R16,depth2,(11 + 95) - 15,91,,,...
L2H8R16,depth2,(74 + 89) - (20 - 89),232,,,...
L2H8R16,depth2,(4 + 18) + 52,74,,,...
L2H8R16,depth2,(63 + 86) + (85 - 54),180,,,...
L2H8R16,depth2,55 + (88 - 94),49,,,...
L2H8R16,depth2,83 - (34 - 75),124,,,...
L2H8R16,depth2,(41 - 40) - (13 + 89),-101,,,...
L2H8R16,depth2,(85 + 63) - (3 + 31),114,,,...
L2H8R16,depth2,(47 - 22) + (3 - 10),18,,,...
L2H8R16,depth2,(80 - 85) - 61,-66,,,...
L2H4R8,depth4,48 + (54 + ((10 + 74) - 4)),182,,,...
L2H4R8,depth4,(((24 + 66) + (72 - 48)) - ((29 + 54) + (13 + 87))) - (((25 - 14) + (43 - 54)) + 82),-151,,,...
L2H4R8,depth4,(((10 - 82) + (34 - 87)) - ((92 - 83) - (29 - 40))) + (((29 + 48) + 30) + ((78 + 45) - (72 - 68))),81,,,...
L2H4R8,depth4,(((75 - 69) - (38 + 8)) - ((64 + 79) + (0 - 52))) - (((85 + 48) - 7) - ((84 + 3) + (78 - 18))),-110,,,...
L2H4R8,depth4,(((85 - 55) - (36 + 21)) - ((33 + 68) - 71)) - 70,-127,,,...
L2H4R8,depth4,(((38 + 92) - (63 - 89)) - ((9 - 44) + (57 - 31))) + (((66 - 80) + 92) - ((23 - 59) - 69)),348,,,...
L2H4R8,depth4,(((66 - 47) + (92 - 70)) - ((72 - 79) - (89 + 95))) - (((43 - 29) + (37 + 1)) + ((84 + 90) - (15 + 5))),26,,,...
L2H4R8,depth4,62 - (((88 + 88) - (24 - 99)) - ((81 - 19) - (99 - 18))),-208,,,...
L2H4R8,depth4,(((28 + 80) + 81) - ((8 + 17) - (70 - 95))) + (31 - ((80 + 53) - 99)),136,,,...
L2H4R8,depth4,(((65 - 21) + (9 + 11)) - (14 + (68 + 9))) - (((40 - 48) - (98 + 71)) + ((85 - 63) + (67 + 48))),13,,,...
L8H2R4,depth2,(44 - 18) + (43 - 39),30,,,...
L8H2R4,depth2,(50 - 45) + (1 - 63),-57,,,...
L8H2R4,depth2,(58 + 88) + (61 - 68),139,,,...
L8H2R4,depth2,(70 - 19) + (61 - 65),47,,,...
L8H2R4,depth2,(10 - 90) - 89,-169,,,...
L8H2R4,depth2,61 + (1 + 61),123,,,...
L8H2R4,depth2,(13 + 54) - (38 - 32),61,,,...
L8H2R4,depth2,(27 + 37) - (6 - 29),87,,,...
L8H2R4,depth2,25 + (57 + 78),160,,,...
L8H2R4,depth2,(44 - 45) - (31 - 46),14,,,...
L2H2R32,max,(57 + (((23 + 55) + (78 + 4)) + ((0 - 63) + (80 + 27)))) + ((((47 + 69) + 62) + (99 - (0 - 61))) + (((10 + 93) - (71 - 59)) - ((83 - 79) + 15))),671,,,...
L2H2R32,max,85,85,,,...
L2H2R32,max,(((28 - (89 - 5)) + 93) + (((14 + 65) - (65 + 62)) - (24 - (80 - 44)))) + ((((37 + 92) + (28 + 0)) + ((83 - 55) - 29)) - (((74 + 8) + (97 + 52)) + 9)),-83,,,...
L2H2R32,max,((((16 - 26) + (41 - 4)) - 83) + (((89 + 37) - 45) - 20)) - (41 - 49),13,,,...
L2H2R32,max,(((71 - (63 - 86)) + (3 - 38)) + 32) - ((0 + 54) - 8),45,,,...
L2H2R32,max,61 + ((((46 + 56) + 62) - (61 + (97 + 30))) - ((30 + (75 + 77)) + ((64 - 29) - (87 + 85)))),-8,,,...
L2H2R32,max,92,92,,,...
L2H2R32,max,(77 + 19) + ((78 + 96) + (94 + 29)),393,,,...
L2H2R32,max,45,45,,,...
L2H2R32,max,2 - ((((87 + 20) + (94 - 52)) - (61 - (56 + 62))) - 49),-155,,,...
L6H8R4,depth3,((65 + 54) - (37 + 63)) - ((37 + 23) - (21 + 33)),13,,,...
L6H8R4,depth3,((72 - 69) - 41) - (73 + (21 + 16)),-148,,,...
L6H8R4,depth3,((9 - 7) + (23 - 98)) - (66 - (64 - 44)),-119,,,...
L6H8R4,depth3,((60 - 65) - 44) - ((53 + 34) + (66 + 46)),-248,,,...
L6H8R4,depth3,((21 + 24) - (10 - 26)) - 63,-2,,,...
L6H8R4,depth3,((57 + 40) + (2 - 51)) - ((96 - 77) + (16 + 34)),-21,,,...
L6H8R4,depth3,((58 + 79) + (88 + 46)) - ((87 + 82) - (99 - 88)),113,,,...
L6H8R4,depth3,57 - ((45 + 51) + (74 - 3)),-110,,,...
L6H8R4,depth3,(11 + (52 - 14)) + ((76 - 65) - (23 + 86)),-49,,,...
L6H8R4,depth3,((81 + 43) + (88 - 44)) + 70,238,,,...
L8H8R32,depth5,50 + (((76 + (36 - 86)) - ((67 + 18) + 24)) - (((32 + 7) + (79 - 96)) + ((51 - 7) + (81 - 26)))),-154,,,...
L8H8R32,depth5,((((40 + 53) + (82 - 8)) + ((23 - 34) + (56 - 38))) + (((26 - 68) + (91 - 53)) + ((93 + 7) - 53))) - (((67 + (14 - 87)) - (83 - (78 - 86))) + (((17 + 29) - (54 - 65)) + ((36 + 35) + (70 + 92)))),24,,,...
L8H8R32,depth5,((((81 + 1) - (20 - 57)) - ((65 + 22) + (22 - 71))) + (((93 + 57) + (35 + 10)) - ((20 - 71) + 76))) + ((((41 - 7) - 65) - ((36 - 81) + (7 + 62))) - (((39 + 51) + (13 + 21)) - ((68 + 13) + (58 + 83)))),294,,,...
L8H8R32,depth5,((((89 - 1) - (67 + 65)) + 1) - ((66 + (83 - 10)) - ((96 - 80) - (83 + 52)))) + ((((43 + 50) + (19 + 78)) - ((86 - 69) - 25)) + (((31 + 62) - (31 - 65)) + ((60 - 37) - (22 + 48)))),-23,,,...
L8H8R32,depth5,(((79 - (38 - 68)) - (5 + (16 - 72))) - (((81 - 90) + (85 + 34)) + 82)) - ((((28 - 24) + (14 + 41)) - ((43 + 52) + (70 - 65))) - (((40 + 32) - (66 - 72)) + ((80 + 12) - (49 + 7)))),123,,,...
L8H8R32,depth5,(((74 - (56 - 24)) - ((69 - 40) + 92)) - (((53 - 61) - (49 + 9)) - ((4 - 0) + (79 + 82)))) - ((((22 + 5) + (3 - 90)) + ((42 + 33) - (76 + 62))) + (((53 + 94) + (18 - 54)) - ((51 - 17) + 91))),289,,,...
L8H8R32,depth5,((((60 + 25) - 10) - (71 - (21 - 14))) + (((92 - 11) - (4 + 86)) - ((23 - 0) + 4))) + 19,-6,,,...
L8H8R32,depth5,((10 - (90 - (49 + 29))) - ((9 - (91 - 38)) - (39 + (92 + 88)))) - (((72 + (72 - 35)) + 63) + (((94 + 10) - (23 + 79)) + ((72 - 45) + (9 - 73)))),124,,,...
L8H8R32,depth5,(13 - (((66 + 85) - (37 - 38)) - ((85 + 40) - (24 - 47)))) + ((((93 - 6) - (78 + 71)) + 18) - (4 - ((26 - 83) + (77 + 21)))),2,,,...
L8H8R32,depth5,94 + ((((14 + 45) - (38 + 85)) + ((23 + 43) - (70 + 18))) - (((68 + 20) - (94 + 86)) - ((29 + 82) + (23 + 20)))),254,,,...
L4H2R8,depth3,((41 + 26) + (21 + 12)) + ((7 + 0) + (27 + 53)),187,,,...
L4H2R8,depth3,((8 - 87) + 44) - ((20 + 78) + (76 - 10)),-199,,,...
L4H2R8,depth3,7 - (40 - (96 + 59)),122,,,...
L4H2R8,depth3,((74 - 50) - (28 - 1)) - ((75 + 63) - (29 + 33)),-79,,,...
L4H2R8,depth3,((1 + 48) - (23 + 90)) - ((17 + 49) + (98 - 69)),-159,,,...
L4H2R8,depth3,((83 + 98) - (80 - 36)) + ((84 - 11) + (96 - 87)),219,,,...
L4H2R8,depth3,41 - ((41 + 2) + 39),-41,,,...
L4H2R8,depth3,((12 + 14) - (4 - 8)) + ((66 - 64) + (22 - 33)),21,,,...
L4H2R8,depth3,((19 + 87) + (11 - 83)) - ((82 - 77) - (17 + 16)),62,,,...
L4H2R8,depth3,((3 - 47) + (98 - 96)) - ((36 - 10) + (42 - 54)),-56,,,...
L4H2R32,max,24 + ((((30 - 77) + (2 + 42)) + ((27 - 42) - 79)) - (((39 + 8) + (46 - 17)) - 90)),-59,,,...
L4H2R32,max,(98 + 71) - ((((70 - 0) - (56 - 99)) + ((29 + 2) + (76 - 67))) + (52 + ((28 - 85) + (92 - 37)))),-34,,,...
L4H2R32,max,49,49,,,...
L4H2R32,max,53,53,,,...
L4H2R32,max,59,59,,,...
L4H2R32,max,58 + 5,63,,,...
L4H2R32,max,66 + ((((96 - 11) - (31 + 34)) + ((31 - 34) + (95 + 44))) + (((97 + 56) + (64 - 81)) + ((4 + 2) + (73 + 83)))),520,,,...
L4H2R32,max,26,26,,,...
L4H2R32,max,2 - (14 - (64 - ((21 - 76) - (88 + 17)))),212,,,...
L4H2R32,max,((((44 - 91) - (86 - 2)) - (46 - 96)) + (((27 + 80) + (98 + 24)) + ((74 + 28) + (76 + 93)))) + (86 + (((23 - 53) - (74 - 38)) + ((70 + 31) - (62 + 11)))),467,,,...
L2H16R32,depth3,((73 + 54) - (17 + 20)) - ((73 - 77) - (74 - 71)),97,,,...
L2H16R32,depth3,((43 + 39) - (85 + 94)) - 43,-140,,,...
L2H16R32,depth3,((38 - 41) + (89 - 85)) + ((56 + 34) - (46 - 71)),116,,,...
L2H16R32,depth3,((11 - 31) + (87 - 93)) - ((67 - 52) - 76),35,,,...
L2H16R32,depth3,((50 - 98) - (62 + 81)) - ((51 - 10) + (63 + 46)),-341,,,...
L2H16R32,depth3,((28 + 19) + (52 + 43)) + 22,164,,,...
L2H16R32,depth3,(45 + (3 - 36)) - ((4 - 4) - (36 - 12)),36,,,...
L2H16R32,depth3,((56 - 1) - (44 - 87)) + (62 + (3 + 28)),191,,,...
L2H16R32,depth3,((55 + 70) - (70 + 66)) + ((85 - 44) + (51 + 61)),142,,,...
L2H16R32,depth3,((13 - 14) + (6 + 36)) - ((87 + 24) - (66 + 16)),12,,,...
L6H16R4,depth4,(((20 - 37) + (39 - 85)) - ((11 - 84) - 82)) + (((23 - 9) - (53 - 55)) + ((81 - 80) + (92 + 91))),292,,,...
L6H16R4,depth4,(((77 + 63) - (22 - 65)) - ((52 + 59) - (85 - 50))) + (((66 + 54) - 19) - ((12 - 15) - (4 + 44))),259,,,...
L6H16R4,depth4,(((73 - 56) - (32 + 77)) - ((76 + 99) + (63 - 75))) - (((38 - 40) + (95 + 52)) + ((60 - 44) + (3 + 88))),-507,,,...
L6H16R4,depth4,(((12 - 84) + (35 + 88)) + ((83 - 20) - (71 + 50))) + 72,65,,,...
L6H16R4,depth4,(((72 + 16) + (8 + 63)) - 14) - (92 - ((15 - 14) - (91 - 2))),-35,,,...
L6H16R4,depth4,(((32 + 81) - (14 + 54)) - ((34 - 70) - 97)) + 55,233,,,...
L6H16R4,depth4,(((57 + 44) - (7 - 23)) + 70) + (((61 + 67) + (79 + 44)) - (81 - (42 + 81))),480,,,...
L6H16R4,depth4,35 - (((40 - 52) + (12 + 19)) - ((20 - 33) + (54 - 89))),-32,,,...
L6H16R4,depth4,6 + (((62 - 99) + (8 - 67)) + ((5 + 74) + (25 + 70))),84,,,...
L6H16R4,depth4,(7 + ((39 + 64) - (0 - 46))) + 86,242,,,...
L2H8R32,depth1,72 - 83,-11,,,...
L2H8R32,depth1,2 + 76,78,,,...
L2H8R32,depth1,57 + 32,89,,,...
L2H8R32,depth1,60 + 44,104,,,...
L2H8R32,depth1,26 + 3,29,,,...
L2H8R32,depth1,70 - 68,2,,,...
L2H8R32,depth1,10 + 7,17,,,...
L2H8R32,depth1,42 + 26,68,,,...
L2H8R32,depth1,69 - 39,30,,,...
L2H8R32,depth1,28 - 1,27,,,...
L4H2R8,depth5,((((97 - 48) + 76) + ((39 + 70) + (47 + 12))) - (((25 + 60) + (90 - 0)) - ((14 - 45) - (74 - 44)))) + ((((91 - 1) + (64 + 1)) - ((27 - 36) + (93 - 12))) + (((76 + 75) - (46 + 40)) + ((59 - 36) - (16 + 59)))),153,,,...
L4H2R8,depth5,((((7 - 19) + (9 + 24)) - ((85 + 99) - (74 - 77))) - (((51 + 20) - 55) - ((67 + 31) - (94 + 86)))) + ((((82 + 88) + (51 + 22)) + ((97 - 42) + 17)) + (((69 - 44) - (8 + 79)) - ((92 + 98) - (20 + 26)))),-155,,,...
L4H2R8,depth5,28 + ((((69 + 2) + (86 + 77)) + ((11 - 76) - (22 - 71))) - (((96 + 52) - (3 - 10)) - ((30 + 34) + (71 - 93)))),133,,,...
L4H2R8,depth5,((((99 - 38) - 89) + ((22 + 88) + (23 + 15))) - (((92 + 77) + (73 - 68)) - ((99 - 12) - (48 - 92)))) + ((((50 + 28) + 73) + ((25 + 46) - (35 + 31))) + (((42 + 1) - (89 + 6)) - ((57 + 30) - (97 - 42)))),149,,,...
L4H2R8,depth5,((((34 - 4) + 15) - ((98 + 18) + (17 + 18))) + (((79 - 75) - (76 + 50)) - (15 - (97 + 33)))) - ((((57 + 96) + (30 + 69)) + ((6 + 97) + (48 + 29))) + (((72 + 40) - (22 + 28)) - ((63 + 60) + (99 - 18)))),-403,,,...
L4H2R8,depth5,((((34 + 48) - (68 - 72)) - (70 - (61 + 72))) - ((71 + (58 - 54)) - ((33 + 71) + (39 + 1)))) - (10 - (((65 - 78) - (6 + 44)) + ((55 - 49) - (58 - 31)))),124,,,...
L4H2R8,depth5,(81 - (((81 + 71) - (17 + 58)) - ((96 - 22) - (57 - 8)))) + ((((96 - 89) + (9 - 46)) + ((27 - 25) + (12 + 12))) + (((43 + 20) + (12 + 98)) + ((72 + 58) - (82 - 28)))),274,,,...
L4H2R8,depth5,(((39 + (73 + 98)) + ((99 + 64) - 49)) - (((18 - 31) + (61 + 83)) - ((7 + 88) + (3 - 1)))) - 89,201,,,...
L4H2R8,depth5,((((4 + 92) + (95 + 50)) + ((62 + 85) - (38 - 1))) + (((0 + 47) + (69 + 14)) - ((28 - 89) + (99 - 38)))) - 38,443,,,...
L4H2R8,depth5,((((70 - 61) + 10) + ((58 - 57) - (25 - 16))) - 11) - ((((26 + 4) - (53 + 57)) + ((49 - 92) + (59 + 35))) - (((55 + 21) + (61 + 29)) + ((69 - 51) + 66))),279,,,...
L2H16R4,depth4,(((98 + 46) - 38) - ((48 + 62) + (67 - 77))) + (((71 - 52) + 84) - ((2 - 47) - (17 - 14))),157,,,...
L2H16R4,depth4,(((49 - 92) + 72) - ((97 + 72) + (45 + 80))) - (((21 - 47) - (9 - 13)) + ((51 + 71) - (96 - 50))),-319,,,...
L2H16R4,depth4,(((21 - 62) + (25 - 20)) - (81 - (8 + 21))) - (14 + ((37 + 40) - (15 + 60))),-104,,,...
L2H16R4,depth4,(((11 + 19) - (3 - 6)) + ((90 - 23) + (17 + 57))) - (((89 + 77) + (78 - 75)) + (62 - (97 - 75))),-35,,,...
L2H16R4,depth4,((76 + (61 + 38)) - ((80 + 49) + (92 - 73))) + 70,97,,,...
L2H16R4,depth4,(((21 + 73) - (58 - 67)) - ((2 + 92) + (94 + 55))) - (23 - ((2 + 1) - (62 - 13))),-209,,,...
L2H16R4,depth4,(((20 + 16) - (18 + 36)) + ((74 + 87) - (7 + 92))) - (((77 - 79) + (23 - 66)) + ((99 - 17) + (47 + 0))),-40,,,...
L2H16R4,depth4,(((48 + 4) - (88 + 69)) + (59 + (93 - 42))) + (((20 + 81) + (72 - 14)) + ((80 + 5) - (30 - 51))),270,,,...
L2H16R4,depth4,(40 + ((31 - 47) + (77 + 7))) - (((81 + 73) - 13) - ((22 + 14) - (21 - 37))),19,,,...
L2H16R4,depth4,(((9 - 82) - (75 - 38)) + ((99 - 15) + (32 + 42))) + 85,133,,,...
L8H16R16,depth5,(((17 + (5 + 72)) + ((45 - 95) - (21 - 53))) - (((69 + 57) + (55 - 13)) - ((34 - 83) + 85))) - ((((29 + 95) - (57 - 52)) - ((2 + 20) + (12 + 50))) + 53),-144,,,...
L8H16R16,depth5,((((84 + 77) - (96 - 3)) + ((50 + 86) - (73 - 3))) - (((94 + 89) - (99 + 35)) - ((26 - 86) + (41 - 67)))) - ((((24 + 56) - (99 + 20)) - ((2 + 44) + (1 - 33))) - 61),113,,,...
L8H16R16,depth5,(94 + (((14 - 67) - 26) + 20)) - ((((51 + 86) - (43 - 3)) - ((97 - 0) + (25 - 98))) + (((89 + 76) + (1 + 23)) - ((63 + 12) - (93 - 77)))),-168,,,...
L8H16R16,depth5,((((42 + 14) - (13 - 27)) + ((67 - 77) - (32 - 24))) - (((43 + 15) - (69 + 47)) - ((1 + 37) - (27 - 20)))) + (((42 - (61 + 99)) + ((80 + 67) - (74 + 96))) - 17),-17,,,...
L8H16R16,depth5,88 + ((((33 + 72) - (3 + 36)) - ((90 + 77) + (90 - 55))) + (((86 - 0) + (61 + 18)) + ((69 - 15) + (51 + 76)))),298,,,...
L8H16R16,depth5,((((33 + 28) + (76 + 82)) + ((16 + 81) - (90 + 72))) - (((55 - 26) + (11 + 15)) - ((75 + 65) - (74 + 56)))) + (25 - (57 - ((88 + 86) - (6 + 85)))),160,,,...
L8H16R16,depth5,(50 + ((50 - (86 + 58)) - ((16 + 85) + (5 + 20)))) - ((((2 - 87) + (15 - 49)) - ((85 - 98) + (64 + 36))) - (((52 - 58) - (65 - 41)) - ((65 - 69) + 3))),7,,,...
L8H16R16,depth5,(((56 - (92 - 98)) + ((12 - 94) + (10 - 30))) - (((7 - 75) + (21 - 96)) + ((97 + 36) + (92 - 67)))) + ((((7 + 56) + 9) - ((17 + 23) + (20 + 6))) - (((91 - 75) + (23 + 87)) - ((72 - 43) + (77 + 96)))),27,,,...
L8H16R16,depth5,(((88 + (21 + 35)) - ((85 - 67) + (84 - 15))) + (((75 - 55) + (87 - 28)) + ((76 - 79) + 27))) - (((54 + (41 + 74)) + ((55 - 19) - (2 + 78))) + (((75 + 14) + (22 + 70)) - ((69 + 81) - (21 + 28)))),-45,,,...
L8H16R16,depth5,((((66 + 54) - (43 - 60)) - 65) + (((25 + 87) - (31 - 18)) + ((33 - 6) + (74 - 77)))) + ((((43 - 70) - (53 + 86)) + ((15 + 29) + (32 + 25))) + (((57 + 3) - (80 - 67)) + ((62 - 79) - (76 - 21)))),105,,,...
L2H16R4,depth5,((((76 + 73) + (58 + 21)) - ((45 - 67) + 29)) - (((25 + 67) + 84) + ((84 + 62) + (18 + 71)))) - ((((35 + 70) + (20 - 60)) - ((41 + 54) - (50 + 40))) + (((8 - 8) - (17 - 72)) - ((37 + 52) + (4 + 79)))),-133,,,...
L2H16R4,depth5,((((60 + 70) + (70 + 41)) + ((55 - 74) - (64 - 56))) - (((44 + 93) + (65 - 83)) + ((35 + 88) - (7 + 77)))) - ((((35 - 29) + (17 - 54)) - ((86 + 85) + (81 + 52))) - (50 + ((19 - 53) + (99 + 25)))),531,,,...
